,EpochLoss
0,2.413353204727173
1,1.9422094821929932
2,1.5803003311157227
3,1.3056769371032715
4,1.0992963314056396
5,0.9459868669509888
6,0.8330680131912231
7,0.7499947547912598
8,0.6879919171333313
9,0.6402983069419861
10,0.6020975708961487
11,0.5702603459358215
12,0.5430498719215393
13,0.5197324752807617
14,0.5001551508903503
15,0.4843020439147949
16,0.47191983461380005
17,0.4623611271381378
18,0.45470431447029114
19,0.4480628967285156
20,0.4418676495552063
21,0.4359247088432312
22,0.4302757978439331
23,0.4249958097934723
24,0.42006608843803406
25,0.41538912057876587
26,0.4108807444572449
27,0.40652933716773987
28,0.40238305926322937
29,0.39849135279655457
30,0.39484691619873047
31,0.39137154817581177
32,0.387952983379364
33,0.3845013976097107
34,0.38098567724227905
35,0.3774338364601135
36,0.3739044666290283
37,0.37045058608055115
38,0.3670957088470459
39,0.3638303577899933
40,0.36062943935394287
41,0.35748040676116943
42,0.35440099239349365
43,0.3514288067817688
44,0.3485904037952423
45,0.34587332606315613
46,0.3432270586490631
47,0.34059348702430725
48,0.33794283866882324
49,0.3352853059768677
50,0.3326549232006073
51,0.33008140325546265
52,0.3275735676288605
53,0.325122207403183
54,0.32271498441696167
55,0.32034730911254883
56,0.3180232644081116
57,0.3157486021518707
58,0.313524067401886
59,0.31134548783302307
60,0.30920735001564026
61,0.3071058690547943
62,0.30503925681114197
63,0.3030075430870056
64,0.3010126054286957
65,0.29905638098716736
66,0.29713836312294006
67,0.2952546775341034
68,0.2934001684188843
69,0.291569322347641
70,0.2897565960884094
71,0.2879576086997986
72,0.2861717641353607
73,0.2844027578830719
74,0.28265437483787537
75,0.28092652559280396
76,0.27921614050865173
77,0.2775208652019501
78,0.2758405804634094
79,0.2741756737232208
80,0.2725255489349365
81,0.27088963985443115
82,0.26926809549331665
83,0.2676607370376587
84,0.2660650908946991
85,0.2644778788089752
86,0.26289674639701843
87,0.26132071018218994
88,0.25974833965301514
89,0.2581782341003418
90,0.25660964846611023
91,0.2550421357154846
92,0.25347450375556946
93,0.25190550088882446
94,0.25033432245254517
95,0.2487599402666092
96,0.24718153476715088
97,0.24559944868087769
98,0.24401536583900452
99,0.2424313873052597
