,EpochLoss
0,3.0737521648406982
1,2.415205717086792
2,1.9044435024261475
3,1.5199482440948486
4,1.238359808921814
5,1.0366365909576416
6,0.8922526836395264
7,0.784156322479248
8,0.6941513419151306
9,0.6081135272979736
10,0.5174228549003601
11,0.4210376441478729
12,0.3271324932575226
13,0.25083404779434204
14,0.20525383949279785
15,0.1910189837217331
16,0.19636474549770355
17,0.20729981362819672
18,0.21478986740112305
19,0.21523593366146088
20,0.20861488580703735
21,0.1969255656003952
22,0.1832602620124817
23,0.17100319266319275
24,0.16254590451717377
25,0.15798349678516388
26,0.15568086504936218
27,0.15412349998950958
28,0.15244752168655396
29,0.1500074863433838
30,0.146274134516716
31,0.1411745548248291
32,0.135284885764122
33,0.1295730024576187
34,0.12490284442901611
35,0.12165915966033936
36,0.11967776715755463
37,0.11843155324459076
38,0.11731038242578506
39,0.11584123224020004
40,0.11377868056297302
41,0.11109646409749985
42,0.10795716941356659
43,0.1046832948923111
44,0.10167144984006882
45,0.09921776503324509
46,0.09734723716974258
47,0.09579344838857651
48,0.09417060762643814
49,0.09221670031547546
50,0.08993302285671234
51,0.08753599226474762
52,0.085286945104599
53,0.08333365619182587
54,0.08165154606103897
55,0.08009461313486099
56,0.07850905507802963
57,0.07683533430099487
58,0.07513609528541565
59,0.07353688776493073
60,0.0721227377653122
61,0.0708649605512619
62,0.06964679807424545
63,0.06837760657072067
64,0.06707736104726791
65,0.06584347039461136
66,0.06474675238132477
67,0.06376886367797852
68,0.06283529847860336
69,0.061895351856946945
70,0.06096387282013893
71,0.06009109690785408
72,0.05929906666278839
73,0.05855467543005943
74,0.057808127254247665
75,0.057049524039030075
76,0.056317128241062164
77,0.05565103515982628
78,0.05504777282476425
79,0.05446654185652733
80,0.05387593433260918
81,0.05328519642353058
82,0.05272723734378815
83,0.05221640691161156
84,0.05173177644610405
85,0.051243845373392105
86,0.05074867606163025
87,0.05026737228035927
88,0.04981667920947075
89,0.0493902824819088
90,0.04897080734372139
91,0.048551931977272034
92,0.048142217099666595
93,0.04774996638298035
94,0.047371942549943924
95,0.04699939861893654
96,0.04662993177771568
97,0.04626830294728279
98,0.045917756855487823
99,0.0455758161842823
