,EpochLoss
0,2.1764800548553467
1,1.4390350580215454
2,1.0312813818454742
3,0.8231158554553986
4,0.6980495452880859
5,0.5742847621440887
6,0.4237477481365204
7,0.29049786925315857
8,0.24086718261241913
9,0.25802529603242874
10,0.27633434534072876
11,0.2656412124633789
12,0.23672330379486084
13,0.2083701714873314
14,0.2010292336344719
15,0.20942162722349167
16,0.2140844389796257
17,0.20649457722902298
18,0.19410089403390884
19,0.1888810619711876
20,0.1910969838500023
21,0.19243087619543076
22,0.19127360731363297
23,0.18646159768104553
24,0.18161796778440475
25,0.1777361035346985
26,0.17540954798460007
27,0.17042716592550278
28,0.16231223940849304
29,0.1565510630607605
30,0.1501121073961258
31,0.14478178322315216
32,0.14034050703048706
33,0.13572368770837784
34,0.131097249686718
35,0.12743083387613297
36,0.12301244586706161
37,0.11951243504881859
38,0.11659004166722298
39,0.11396519839763641
40,0.11131871119141579
41,0.10979071632027626
42,0.10784271359443665
43,0.10684491321444511
44,0.105458103120327
45,0.10450205579400063
46,0.1032199040055275
47,0.10170109942555428
48,0.1016436442732811
49,0.10043376311659813
50,0.0995987094938755
51,0.09923849627375603
52,0.09824903681874275
53,0.0973440445959568
54,0.09712769836187363
55,0.09640172123908997
56,0.09548505768179893
57,0.09512411430478096
58,0.09502651914954185
59,0.09470196440815926
60,0.09364277124404907
61,0.0936056524515152
62,0.09286756813526154
63,0.09231175482273102
64,0.09253710135817528
65,0.09241890162229538
66,0.09203922003507614
67,0.09080040082335472
68,0.09097582474350929
69,0.09073764830827713
70,0.09076741337776184
71,0.09020132571458817
72,0.08967219665646553
73,0.0896470881998539
74,0.08888515830039978
75,0.08917589113116264
76,0.08917129412293434
77,0.08824637532234192
78,0.08905387297272682
79,0.08859854191541672
80,0.08803229406476021
81,0.08796457573771477
82,0.08780248090624809
83,0.08803343772888184
84,0.08735884353518486
85,0.08729688823223114
86,0.0871610939502716
87,0.08703000843524933
88,0.08651356026530266
89,0.0865924023091793
90,0.08718493953347206
91,0.08709291741251945
92,0.0866592489182949
93,0.08606986701488495
94,0.08596083149313927
95,0.08598406985402107
96,0.08598585054278374
97,0.08601252362132072
98,0.08555537834763527
99,0.0863208957016468
